EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set
Q39228	Arabidopsis thaliana	Viridiplantae	514	None	None	Negative	Fold_2
Q5A1E3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	251	None	None	Negative	Fold_3
P91027	Caenorhabditis elegans	Metazoa	338	None	None	Negative	Fold_1
P35466	Bos taurus	Metazoa	101	None	None	Negative	Fold_2
Q7TN75	Mus musculus	Metazoa	958	None	None	Negative	Fold_5
Q6PIF6	Homo sapiens	Metazoa	2116	None	None	Negative	Fold_2
Q9D338	Mus musculus	Metazoa	292	None	None	Negative	Fold_5
Q9Y4D8	Homo sapiens	Metazoa	3996	None	None	Negative	Fold_4
P15114	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	52	None	None	Negative	Fold_3
Q9R0Y1	Mus musculus	Metazoa	495	None	None	Negative	Fold_2
Q9PSN0	Bitis arietans	Metazoa	135	None	None	Negative	Fold_1
Q8NFG4	Homo sapiens	Metazoa	579	None	None	Negative	Fold_1
Q9Z0Y9	Mus musculus	Metazoa	445	None	None	Negative	Fold_3
Q96K30	Homo sapiens	Metazoa	269	None	None	Negative	Fold_5
Q9UHF7	Homo sapiens	Metazoa	1281	None	None	Negative	Fold_2
P85140	Bungarus candidus	Metazoa	73	None	None	Negative	Fold_1
G0SGU4	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	Fungi	370	None	None	Negative	Fold_4
O65657	Arabidopsis thaliana	Viridiplantae	158	None	None	Negative	Fold_4
Q42404	Arabidopsis thaliana	Viridiplantae	427	None	None	Negative	Fold_4
O55033	Mus musculus	Metazoa	380	None	None	Negative	Fold_2
Q9LL84	Arabidopsis thaliana	Viridiplantae	1219	None	None	Negative	Fold_2
Q8N9F7	Homo sapiens	Metazoa	314	None	None	Negative	Fold_2
Q9DC61	Mus musculus	Metazoa	524	None	None	Negative	Fold_2
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	None	None	Negative	Fold_4
P38966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	869	None	None	Negative	Fold_5
O00167	Homo sapiens	Metazoa	538	None	None	Negative	Fold_5
Q8WTR2	Homo sapiens	Metazoa	217	None	None	Negative	Fold_1
Q8JHV9	Xenopus laevis	Metazoa	401	None	None	Negative	Fold_4
O95232	Homo sapiens	Metazoa	432	None	None	Negative	Fold_5
O75575	Homo sapiens	Metazoa	148	None	None	Negative	Fold_4
G5EE86	Caenorhabditis elegans	Metazoa	409	None	None	Negative	Fold_2
Q95VZ3	Dictyostelium discoideum	Other	1050	None	None	Negative	Fold_2
P04041	Rattus norvegicus	Metazoa	201	None	None	Negative	Fold_4
Q59U10	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	740	None	None	Negative	Fold_4
C6TAY1	Glycine max	Viridiplantae	358	None	None	Negative	Fold_2
P47924	Arabidopsis thaliana	Viridiplantae	543	None	None	Negative	Fold_2
Q61462	Mus musculus	Metazoa	192	None	None	Negative	Fold_1
Q8TCD1	Homo sapiens	Metazoa	76	None	None	Negative	Fold_3
D3Z5L6	Mus musculus	Metazoa	459	None	None	Negative	Fold_4
Q6ZMV8	Homo sapiens	Metazoa	503	None	None	Negative	Fold_2
Q5W0Q7	Homo sapiens	Metazoa	1092	None	None	Negative	Fold_2
P56707	Astragalus bisulcatus	Viridiplantae	338	None	None	Negative	Fold_5
Q9Y6M7	Homo sapiens	Metazoa	1214	None	None	Negative	Fold_4
A1A5C7	Homo sapiens	Metazoa	686	None	None	Negative	Fold_4
Q9CZV5	Mus musculus	Metazoa	412	None	None	Negative	Fold_4
Q2R482	Oryza sativa subsp. japonica	Viridiplantae	961	None	None	Negative	Fold_2
Q9R0G7	Mus musculus	Metazoa	1215	None	None	Negative	Fold_4
Q9GZT8	Homo sapiens	Metazoa	377	None	None	Negative	Fold_3
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	None	None	Negative	Fold_4
P31395	Gallus gallus	Metazoa	148	None	None	Negative	Fold_5
Q19969	Caenorhabditis elegans	Metazoa	514	None	None	Negative	Fold_2
Q9Y237	Homo sapiens	Metazoa	131	None	None	Negative	Fold_3
Q9JJL0	Mus musculus	Metazoa	238	None	None	Negative	Fold_5
Q9JL58	Cavia porcellus	Metazoa	365	None	None	Negative	Fold_2
A0A1V6PAU0	Penicillium decumbens	Fungi	426	None	None	Negative	Fold_3
Q9CR89	Mus musculus	Metazoa	377	None	None	Negative	Fold_4
P40124	Mus musculus	Metazoa	474	None	None	Negative	Fold_1
O94751	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1044	None	None	Negative	Fold_5
Q9QZB6	Mus musculus	Metazoa	627	None	None	Negative	Fold_1
A2AHJ4	Mus musculus	Metazoa	1799	None	None	Negative	Fold_4
P32067	Mus musculus	Metazoa	415	None	None	Negative	Fold_5
Q8BGD9	Mus musculus	Metazoa	611	None	None	Negative	Fold_4
Q6L4F8	Oryza sativa subsp. japonica	Viridiplantae	336	None	None	Negative	Fold_5
E1JIB2	Drosophila melanogaster	Metazoa	287	None	None	Negative	Fold_5
A2AWA9	Mus musculus	Metazoa	1064	None	None	Negative	Fold_2
Q8X0Z0	Fusarium fujikuroi	Fungi	570	None	None	Negative	Fold_2
Q551M2	Dictyostelium discoideum	Other	244	None	None	Negative	Fold_1
A2APV2	Mus musculus	Metazoa	1086	None	None	Negative	Fold_2
Q8N140	Homo sapiens	Metazoa	333	None	None	Negative	Fold_1
Q8R0N6	Mus musculus	Metazoa	465	None	None	Negative	Fold_2
P15372	Drosophila melanogaster	Metazoa	364	None	None	Negative	Fold_2
Q96EQ9	Mus musculus	Metazoa	843	None	None	Negative	Fold_5
Q13761	Homo sapiens	Metazoa	415	None	None	Negative	Fold_3
Q96L96	Homo sapiens	Metazoa	1705	None	None	Negative	Fold_5
O95810	Homo sapiens	Metazoa	425	None	None	Negative	Fold_3
Q0VE29	Mus musculus	Metazoa	161	None	None	Negative	Fold_2
Q9CQ66	Mus musculus	Metazoa	144	None	None	Negative	Fold_4
Q9EQC1	Mus musculus	Metazoa	369	None	None	Negative	Fold_4
P53940	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	None	None	Negative	Fold_4
P25325	Homo sapiens	Metazoa	297	None	None	Negative	Fold_3
L0HAM7	Thymus vulgaris	Viridiplantae	603	None	None	Negative	Fold_5
P40361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	888	None	None	Negative	Fold_4
Q8K3F7	Mus musculus	Metazoa	373	None	None	Negative	Fold_3
Q23359	Caenorhabditis elegans	Metazoa	393	None	None	Negative	Fold_4
Q5SX40	Mus musculus	Metazoa	1942	None	None	Negative	Fold_1
Q8CDJ8	Mus musculus	Metazoa	730	None	None	Negative	Fold_3
Q9R0N4	Mus musculus	Metazoa	523	None	None	Negative	Fold_4
Q03334	Drosophila melanogaster	Metazoa	151	None	None	Negative	Fold_5
Q9UJ83	Homo sapiens	Metazoa	578	None	None	Negative	Fold_5
Q8NB42	Homo sapiens	Metazoa	609	None	None	Negative	Fold_3
B0G0Y8	Dictyostelium discoideum	Other	466	None	None	Negative	Fold_4
P55347	Homo sapiens	Metazoa	436	None	None	Negative	Fold_1
Q9CT10	Mus musculus	Metazoa	491	None	None	Negative	Fold_5
Q9W6T7	Danio rerio	Metazoa	456	None	None	Negative	Fold_1
Q96JK9	Homo sapiens	Metazoa	1138	None	None	Negative	Fold_3
Q91YU8	Mus musculus	Metazoa	470	None	None	Negative	Fold_1
Q8SR11	Encephalitozoon cuniculi (strain GB-M1)	Fungi	203	None	None	Negative	Fold_1
Q8WYP3	Homo sapiens	Metazoa	895	None	None	Negative	Fold_2
O43513	Homo sapiens	Metazoa	233	None	None	Negative	Fold_2
Q8SS49	Encephalitozoon cuniculi (strain GB-M1)	Fungi	112	None	None	Negative	Fold_4
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438	None	None	Negative	Fold_5
O96000	Homo sapiens	Metazoa	172	None	None	Negative	Fold_5
P02066	Ceratotherium simum	Metazoa	146	None	None	Negative	Fold_5
Q9P227	Homo sapiens	Metazoa	1491	None	None	Negative	Fold_4
Q8IXK2	Homo sapiens	Metazoa	581	None	None	Negative	Fold_4
Q6XKD3	Rattus norvegicus	Metazoa	403	None	None	Negative	Fold_5
Q12368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194	None	None	Negative	Fold_5
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	None	None	Negative	Fold_1
Q6ZKC0	Oryza sativa subsp. japonica	Viridiplantae	256	None	None	Negative	Fold_5
A0A2R8Y7D0	Homo sapiens	Metazoa	120	None	None	Negative	Fold_2
Q8CI08	Mus musculus	Metazoa	581	None	None	Negative	Fold_1
P62075	Mus musculus	Metazoa	95	None	None	Negative	Fold_4
P23693	Rattus norvegicus	Metazoa	211	None	None	Negative	Fold_3
Q8IV45	Homo sapiens	Metazoa	518	None	None	Negative	Fold_3
Q9EST8	Mus musculus	Metazoa	728	None	None	Negative	Fold_5
P18899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	None	None	Negative	Fold_3
Q9BLB6	Caenorhabditis elegans	Metazoa	253	None	None	Negative	Fold_5
Q9W2U4	Drosophila melanogaster	Metazoa	609	None	None	Negative	Fold_2
Q9SYG4	Arabidopsis thaliana	Viridiplantae	426	None	None	Negative	Fold_2
Q9U2M7	Caenorhabditis elegans	Metazoa	138	None	None	Negative	Fold_2
B1B534	Oryza sativa subsp. japonica	Viridiplantae	475	None	None	Negative	Fold_4
A0A0G4P2K0	Penicillium camemberti (strain FM 013)	Fungi	1049	None	None	Negative	Fold_2
Q8BFT2	Mus musculus	Metazoa	363	None	None	Negative	Fold_2
Q8N594	Homo sapiens	Metazoa	471	None	None	Negative	Fold_3
Q9H2D1	Homo sapiens	Metazoa	315	None	None	Negative	Fold_2
P56632	Sus scrofa	Metazoa	98	None	None	Negative	Fold_3
Q5TA45	Homo sapiens	Metazoa	600	None	None	Negative	Fold_4
Q3ZAV8	Rattus norvegicus	Metazoa	1407	None	None	Negative	Fold_1
P01682	Oryctolagus cuniculus	Metazoa	110	None	None	Negative	Fold_4
P20801	Mus musculus	Metazoa	160	None	None	Negative	Fold_4
Q96251	Arabidopsis thaliana	Viridiplantae	238	None	None	Negative	Fold_3
P23128	Drosophila melanogaster	Metazoa	459	None	None	Negative	Fold_4
Q460N5	Homo sapiens	Metazoa	1801	None	None	Negative	Fold_5
G9N4A6	Hypocrea virens (strain Gv29-8 / FGSC 10586)	Fungi	345	None	None	Negative	Fold_4
F4JIN3	Arabidopsis thaliana	Viridiplantae	661	None	None	Negative	Fold_2
Q9JHB5	Rattus norvegicus	Metazoa	290	None	None	Negative	Fold_4
Q9H9Y4	Homo sapiens	Metazoa	310	None	None	Negative	Fold_1
Q90Z05	Xenopus laevis	Metazoa	521	None	None	Negative	Fold_5
P49638	Homo sapiens	Metazoa	278	None	None	Negative	Fold_5
Q2PEG7	Lotus japonicus	Viridiplantae	499	None	None	Negative	Fold_1
Q92949	Homo sapiens	Metazoa	421	None	None	Negative	Fold_5
P25684	Dendroaspis angusticeps	Metazoa	60	None	None	Negative	Fold_5
P62129	Nicotiana tabacum	Viridiplantae	123	None	None	Negative	Fold_2
Q9FMY7	Arabidopsis thaliana	Viridiplantae	242	None	None	Negative	Fold_2
E1C1U1	Gallus gallus	Metazoa	316	None	None	Negative	Fold_5
P36383	Homo sapiens	Metazoa	396	None	None	Negative	Fold_1
O35678	Mus musculus	Metazoa	303	None	None	Negative	Fold_4
P41093	Drosophila melanogaster	Metazoa	177	None	None	Negative	Fold_5
Q922Y0	Mus musculus	Metazoa	586	None	None	Negative	Fold_5
Q8K0V4	Mus musculus	Metazoa	751	None	None	Negative	Fold_5
Q9U2M5	Caenorhabditis elegans	Metazoa	405	None	None	Negative	Fold_1
Q147U7	Homo sapiens	Metazoa	214	None	None	Negative	Fold_3
P0CZ23	Arabidopsis thaliana	Viridiplantae	675	None	None	Negative	Fold_4
P52011	Caenorhabditis elegans	Metazoa	173	None	None	Negative	Fold_1
C9JQI7	Homo sapiens	Metazoa	657	None	None	Negative	Fold_2
A0A0G2JTZ2	Rattus norvegicus	Metazoa	827	None	None	Negative	Fold_5
C0HKB7	Sciurus vulgaris	Metazoa	154	None	None	Negative	Fold_3
Q505K2	Mus musculus	Metazoa	1081	None	None	Negative	Fold_1
Q9C565	Arabidopsis thaliana	Viridiplantae	373	None	None	Negative	Fold_4
Q9CWN7	Mus musculus	Metazoa	505	None	None	Negative	Fold_3
P04817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	None	None	Negative	Fold_2
P25568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	None	None	Negative	Fold_4
P30613	Homo sapiens	Metazoa	574	None	None	Negative	Fold_2
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	None	None	Negative	Fold_1
P33284	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	485	None	None	Negative	Fold_2
O01477	Caenorhabditis elegans	Metazoa	691	None	None	Negative	Fold_4
E5RP65	Humulus lupulus	Viridiplantae	411	None	None	Negative	Fold_1
Q3THG9	Mus musculus	Metazoa	412	None	None	Negative	Fold_1
Q96MM7	Homo sapiens	Metazoa	605	None	None	Negative	Fold_5
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	None	None	Negative	Fold_3
P25054	Homo sapiens	Metazoa	2843	None	None	Negative	Fold_2
Q149M9	Homo sapiens	Metazoa	1564	None	None	Negative	Fold_2
P30740	Homo sapiens	Metazoa	379	None	None	Negative	Fold_1
A0A0A2JWD5	Penicillium expansum	Fungi	466	None	None	Negative	Fold_5
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	None	None	Negative	Fold_1
O96017	Homo sapiens	Metazoa	543	None	None	Negative	Fold_3
Q8C3R1	Mus musculus	Metazoa	822	None	None	Negative	Fold_5
P15180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591	None	None	Negative	Fold_1
Q63430	Rattus norvegicus	Metazoa	154	None	None	Negative	Fold_5
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415	None	None	Negative	Fold_2
Q8VC74	Mus musculus	Metazoa	331	None	None	Negative	Fold_5
Q9FJV5	Arabidopsis thaliana	Viridiplantae	276	None	None	Negative	Fold_2
Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022	None	None	Negative	Fold_2
Q9JK48	Mus musculus	Metazoa	365	None	None	Negative	Fold_5
Q9Z307	Mus musculus	Metazoa	419	None	None	Negative	Fold_5
Q6GQP4	Rattus norvegicus	Metazoa	195	None	None	Negative	Fold_4
O96188	Plasmodium falciparum (isolate 3D7)	Other	446	None	None	Negative	Fold_5
P05501	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	387	None	None	Negative	Fold_4
P00047	Thermomyces lanuginosus	Fungi	111	None	None	Negative	Fold_3
E2RG47	Canis lupus familiaris	Metazoa	826	None	None	Negative	Fold_5
Q3B8N2	Homo sapiens	Metazoa	356	None	None	Negative	Fold_1
Q9FPK5	Nicotiana glutinosa	Viridiplantae	432	None	None	Negative	Fold_5
Q9P1A6	Homo sapiens	Metazoa	1054	None	None	Negative	Fold_3
Q9SVP6	Arabidopsis thaliana	Viridiplantae	317	None	None	Negative	Fold_2
Q6WKZ8	Mus musculus	Metazoa	1755	None	None	Negative	Fold_4
Q03689	Podospora anserina	Fungi	289	None	None	Negative	Fold_3
O74824	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308	None	None	Negative	Fold_2
Q812A2	Mus musculus	Metazoa	1099	None	None	Negative	Fold_1
Q9DBE0	Mus musculus	Metazoa	493	None	None	Negative	Fold_5
Q99P55	Rattus norvegicus	Metazoa	430	None	None	Negative	Fold_1
Q00648	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	327	None	None	Negative	Fold_5
O43361	Homo sapiens	Metazoa	778	None	None	Negative	Fold_4
Q8K4M9	Rattus norvegicus	Metazoa	950	None	None	Negative	Fold_1
Q80ZA5	Rattus norvegicus	Metazoa	1117	None	None	Negative	Fold_3
P51858	Homo sapiens	Metazoa	240	None	None	Negative	Fold_1
P34529	Caenorhabditis elegans	Metazoa	1910	None	None	Negative	Fold_4
Q80W32	Mus musculus	Metazoa	419	None	None	Negative	Fold_5
Q62407	Mus musculus	Metazoa	3262	None	None	Negative	Fold_5
Q52G60	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	773	None	None	Negative	Fold_5
F2Z678	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	351	None	None	Negative	Fold_2
Q9DG23	Gallus gallus	Metazoa	357	None	None	Negative	Fold_1
P9WEM0	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	196	None	None	Negative	Fold_2
Q96AQ2	Homo sapiens	Metazoa	219	None	None	Negative	Fold_1
P46586	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	298	None	None	Negative	Fold_5
O60502	Homo sapiens	Metazoa	916	None	None	Negative	Fold_5
Q63503	Rattus norvegicus	Metazoa	615	None	None	Negative	Fold_3
Q28113	Bos taurus	Metazoa	344	None	None	Negative	Fold_2
Q9BXA9	Homo sapiens	Metazoa	1300	None	None	Negative	Fold_3
C0HK79	Mus musculus	Metazoa	180	None	None	Negative	Fold_5
Q17CS8	Aedes aegypti	Metazoa	477	None	None	Negative	Fold_1
Q8BRJ3	Mus musculus	Metazoa	303	None	None	Negative	Fold_2
P07438	Homo sapiens	Metazoa	61	None	None	Negative	Fold_5
P91001	Caenorhabditis elegans	Metazoa	368	None	None	Negative	Fold_3
P02238	Glycine max	Viridiplantae	144	None	None	Negative	Fold_5
Q9JKN5	Mus musculus	Metazoa	260	None	None	Negative	Fold_2
P02011	Aquarana catesbeiana	Metazoa	141	None	None	Negative	Fold_1
O24529	Medicago sativa	Viridiplantae	352	None	None	Negative	Fold_2
Q42777	Glycine max	Viridiplantae	731	None	None	Negative	Fold_2
P56274	Ulva pertusa	Viridiplantae	98	None	None	Negative	Fold_3
P53910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	None	None	Negative	Fold_1
Q9BQI6	Homo sapiens	Metazoa	1058	None	None	Negative	Fold_5
P58252	Mus musculus	Metazoa	858	None	None	Negative	Fold_3
P83741	Mus musculus	Metazoa	2377	None	None	Negative	Fold_3
Q8W5R6	Arabidopsis thaliana	Viridiplantae	890	None	None	Negative	Fold_2
P43356	Homo sapiens	Metazoa	314	None	None	Negative	Fold_1
Q08642	Mus musculus	Metazoa	673	None	None	Negative	Fold_4
P47964	Mus musculus	Metazoa	105	None	None	Negative	Fold_5
G2TRJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	None	None	Negative	Fold_2
Q5NCY0	Mus musculus	Metazoa	1641	None	None	Negative	Fold_2
B2RWS6	Mus musculus	Metazoa	2412	None	None	Negative	Fold_3
P40337	Homo sapiens	Metazoa	213	None	None	Negative	Fold_4
Q8N228	Homo sapiens	Metazoa	414	None	None	Negative	Fold_5
Q9VF30	Drosophila melanogaster	Metazoa	885	None	None	Negative	Fold_3
Q8IM15	Plasmodium falciparum (isolate 3D7)	Other	451	None	None	Negative	Fold_1
P48113	Cyanophora paradoxa	Other	737	None	None	Negative	Fold_5
Q96BX8	Homo sapiens	Metazoa	217	None	None	Negative	Fold_5
Q7SID0	Eptatretus burgeri	Metazoa	146	None	None	Negative	Fold_1
K9USW8	Loxosceles gaucho	Metazoa	280	None	None	Negative	Fold_2
P91664	Drosophila melanogaster	Metazoa	161	None	None	Negative	Fold_2
Q8L3X8	Arabidopsis thaliana	Viridiplantae	262	None	None	Negative	Fold_4
F4JVH1	Arabidopsis thaliana	Viridiplantae	907	None	None	Negative	Fold_2
O74829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	516	None	None	Negative	Fold_4
P0DM59	Anguilla japonica	Metazoa	139	None	None	Negative	Fold_1
P02253	Bos taurus	Metazoa	213	None	None	Negative	Fold_2
Q9CQ79	Mus musculus	Metazoa	226	None	None	Negative	Fold_5
Q05344	Drosophila melanogaster	Metazoa	723	None	None	Negative	Fold_3
Q2V2P8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	89	None	None	Negative	Fold_1
Q9WVB3	Mus musculus	Metazoa	581	None	None	Negative	Fold_5
Q5BJQ5	Rattus norvegicus	Metazoa	217	None	None	Negative	Fold_4
Q9H9Q2	Homo sapiens	Metazoa	264	None	None	Negative	Fold_1
Q9M1D3	Arabidopsis thaliana	Viridiplantae	464	None	None	Negative	Fold_1
Q1H537	Arabidopsis thaliana	Viridiplantae	417	None	None	Negative	Fold_1
Q86YS6	Homo sapiens	Metazoa	212	None	None	Negative	Fold_2
C6TCZ5	Glycine max	Viridiplantae	232	None	None	Negative	Fold_5
Q9FL26	Arabidopsis thaliana	Viridiplantae	326	None	None	Negative	Fold_2
P15322	Sinapis alba	Viridiplantae	145	None	None	Negative	Fold_2
Q42876	Solanum lycopersicum	Viridiplantae	569	None	None	Negative	Fold_3
Q4KLI1	Rattus norvegicus	Metazoa	562	None	None	Negative	Fold_2
Q9BQD3	Homo sapiens	Metazoa	176	None	None	Negative	Fold_3
Q6AYK3	Rattus norvegicus	Metazoa	557	None	None	Negative	Fold_4
Q6P2I3	Homo sapiens	Metazoa	314	None	None	Negative	Fold_4
Q86SK9	Homo sapiens	Metazoa	330	None	None	Negative	Fold_2
P01467	Naja mossambica	Metazoa	60	None	None	Negative	Fold_1
O95628	Homo sapiens	Metazoa	575	None	None	Negative	Fold_3
Q6ZT62	Homo sapiens	Metazoa	677	None	None	Negative	Fold_5
Q9C865	Arabidopsis thaliana	Viridiplantae	439	None	None	Negative	Fold_1
P53882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	None	None	Negative	Fold_4
Q9BSB4	Homo sapiens	Metazoa	218	None	None	Negative	Fold_2
Q04724	Homo sapiens	Metazoa	770	None	None	Negative	Fold_3
Q92989	Homo sapiens	Metazoa	425	None	None	Negative	Fold_3
Q93W20	Arabidopsis thaliana	Viridiplantae	235	None	None	Negative	Fold_4
Q8R456	Rattus norvegicus	Metazoa	474	None	None	Negative	Fold_5
Q9SNB4	Arabidopsis thaliana	Viridiplantae	323	None	None	Negative	Fold_1
Q8VHW9	Rattus norvegicus	Metazoa	327	None	None	Negative	Fold_1
P42943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	550	None	None	Negative	Fold_4
A0A159BP93	Monascus ruber	Fungi	329	None	None	Negative	Fold_4
P28076	Mus musculus	Metazoa	219	None	None	Negative	Fold_4
O75152	Homo sapiens	Metazoa	810	None	None	Negative	Fold_5
A5K264	Plasmodium vivax (strain Salvador I)	Other	547	None	None	Negative	Fold_5
Q0P5W1	Mus musculus	Metazoa	1427	None	None	Negative	Fold_3
Q8VHP7	Mus musculus	Metazoa	382	None	None	Negative	Fold_1
O14139	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1388	None	None	Negative	Fold_4
Q9FJG1	Arabidopsis thaliana	Viridiplantae	90	None	None	Negative	Fold_4
A2APC3	Mus musculus	Metazoa	461	None	None	Negative	Fold_2
Q9D1M0	Mus musculus	Metazoa	322	None	None	Negative	Fold_5
P56272	Gadus morhua	Metazoa	324	None	None	Negative	Fold_1
P51943	Mus musculus	Metazoa	422	None	None	Negative	Fold_2
Q9BW60	Homo sapiens	Metazoa	279	None	None	Negative	Fold_5
P49756	Homo sapiens	Metazoa	843	None	None	Negative	Fold_5
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	None	None	Negative	Fold_2
Q7TT79	Mus musculus	Metazoa	822	None	None	Negative	Fold_2
P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	None	None	Negative	Fold_2
O22932	Arabidopsis thaliana	Viridiplantae	435	None	None	Negative	Fold_1
J4UHQ6	Beauveria bassiana (strain ARSEF 2860)	Fungi	2211	None	None	Negative	Fold_5
Q80ZC8	Rattus norvegicus	Metazoa	226	None	None	Negative	Fold_3
Q9SB51	Arabidopsis thaliana	Viridiplantae	1008	None	None	Negative	Fold_2
S0DLN7	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	961	None	None	Negative	Fold_1
P37207	Porphyridium purpureum	Other	162	None	None	Negative	Fold_3
P84234	Oncorhynchus mykiss	Metazoa	136	None	None	Negative	Fold_2
P09324	Gallus gallus	Metazoa	541	None	None	Negative	Fold_1
Q9UJA2	Homo sapiens	Metazoa	301	None	None	Negative	Fold_2
A0A024B2V6	Fragaria ananassa	Viridiplantae	160	None	None	Negative	Fold_3
E2IUA9	Kalanchoe daigremontiana	Viridiplantae	765	None	None	Negative	Fold_3
Q9VEB4	Drosophila melanogaster	Metazoa	560	None	None	Negative	Fold_1
Q9WU20	Mus musculus	Metazoa	654	None	None	Negative	Fold_2
P11177	Homo sapiens	Metazoa	359	None	None	Negative	Fold_5
Q9P3A7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815	None	None	Negative	Fold_2
B1NF19	Argemone mexicana	Viridiplantae	504	None	None	Negative	Fold_5
P09021	Mus musculus	Metazoa	270	None	None	Negative	Fold_5
P36525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	None	None	Negative	Fold_3
Q0CG34	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	2515	None	None	Negative	Fold_5
P49441	Homo sapiens	Metazoa	399	None	None	Negative	Fold_3
Q944A6	Arabidopsis thaliana	Viridiplantae	487	None	None	Negative	Fold_1
Q2WGJ6	Homo sapiens	Metazoa	581	None	None	Negative	Fold_1
Q9VIM5	Drosophila melanogaster	Metazoa	301	None	None	Negative	Fold_5
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335	None	None	Negative	Fold_2
P29349	Drosophila melanogaster	Metazoa	845	None	None	Negative	Fold_3
Q9VUX2	Drosophila melanogaster	Metazoa	1226	None	None	Negative	Fold_3
Q6P4Q7	Homo sapiens	Metazoa	775	None	None	Negative	Fold_2
Q93YW0	Arabidopsis thaliana	Viridiplantae	684	None	None	Negative	Fold_3
P00434	Brassica rapa subsp. rapa	Viridiplantae	296	None	None	Negative	Fold_2
P24095	Glycine max	Viridiplantae	864	None	None	Negative	Fold_1
Q9BV97	Homo sapiens	Metazoa	330	None	None	Negative	Fold_5
O13837	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474	None	None	Negative	Fold_1
R9QMQ9	Pinus contorta	Viridiplantae	627	None	None	Negative	Fold_1
Q9R1P3	Mus musculus	Metazoa	201	None	None	Negative	Fold_1
Q8VZU2	Arabidopsis thaliana	Viridiplantae	304	None	None	Negative	Fold_4
O14511	Homo sapiens	Metazoa	850	None	None	Negative	Fold_5
Q941D6	Arabidopsis thaliana	Viridiplantae	423	None	None	Negative	Fold_5
Q653S9	Oryza sativa subsp. japonica	Viridiplantae	714	None	None	Negative	Fold_5
Q8BZ05	Mus musculus	Metazoa	1703	None	None	Negative	Fold_1
C0HJV4	Lachesana tarabaevi	Metazoa	70	None	None	Negative	Fold_4
P80950	Androctonus australis	Metazoa	66	None	None	Negative	Fold_4
